,location,total_sqft,bath,price,bhk
6169,Sarjapur  Road,984.0,2.0,45.91,2
6170,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
6171,Whitefield,3596.0,3.0,200.0,3
6172,Other,1365.0,3.0,54.0,3
6173,Other,560.0,1.0,19.0,1
6174,Vittasandra,1404.0,2.0,75.0,2
6175,Bellandur,1540.0,4.0,45.0,4
6176,Electronic City,1050.0,2.0,39.0,3
6177,Rachenahalli,1550.0,3.0,72.5,3
6178,Yelahanka,1653.0,3.0,93.0,3
6179,Parappana Agrahara,1194.0,2.0,47.0,2
6180,Other,1471.0,2.0,75.0,3
6181,Kanakpura Road,700.0,2.0,35.0,2
6182,Kudlu Gate,812.0,2.0,38.25,2
6183,8th Phase JP Nagar,1504.0,2.0,83.0,3
6184,Mahadevpura,1450.0,3.0,75.0,3
6185,Kannamangala,957.0,2.0,54.5,2
6186,7th Phase JP Nagar,1050.0,2.0,75.0,2
6187,Budigere,1820.0,3.0,85.0,3
6188,Varthur Road,1033.0,2.0,32.0,2
6189,OMBR Layout,1165.0,2.0,88.5,2
6190,Gottigere,1280.0,2.0,61.0,2
6191,Kanakpura Road,1550.0,3.0,65.1,3
6192,Jigani,1221.0,3.0,75.0,3
6193,Other,1300.0,2.0,60.0,2
6194,Hoskote,1065.0,2.0,31.5,2
6195,Yelahanka New Town,1209.0,2.0,65.0,3
6196,Hennur Road,1255.0,2.0,84.0,2
6197,Jalahalli,1035.0,2.0,31.05,2
6198,Banashankari,1650.0,3.0,101.0,3
6199,Whitefield,1275.0,2.0,65.0,3
6200,Electronic City,1128.0,2.0,65.58,2
6201,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
6202,Thanisandra,1183.0,2.0,58.56,2
6203,Whitefield,1155.0,2.0,39.0,2
6204,Kengeri,1245.0,2.0,43.57,3
6205,Akshaya Nagar,1000.0,2.0,38.0,2
6206,7th Phase JP Nagar,1040.0,2.0,75.0,2
6207,Ardendale,2062.0,3.0,140.0,4
6208,Other,1477.0,2.0,75.0,3
6209,Sarjapur  Road,1525.0,2.0,65.0,3
6210,Other,2000.0,2.0,120.0,2
6211,Other,1220.0,2.0,65.0,2
6212,Electronic City,1355.0,2.0,97.6,2
6213,Whitefield,1141.0,2.0,62.0,2
6214,Vijayanagar,1046.0,2.0,49.06,2
6215,Bannerghatta Road,630.0,1.0,35.0,1
6216,Pattandur Agrahara,1247.0,2.0,62.35,2
6217,Marathahalli,3855.0,4.0,220.0,4
6218,Other,850.0,2.0,32.5,2
6219,KR Puram,1120.0,2.0,36.0,2
6220,Jakkur,1798.0,3.0,110.0,3
6221,Bisuvanahalli,1180.0,2.0,45.0,3
6222,Kereguddadahalli,1000.0,2.0,34.0,2
6223,Whitefield,1216.0,2.0,82.0,2
6224,Margondanahalli,900.0,2.0,65.0,2
6225,TC Palaya,1100.0,2.0,65.0,2
6226,Badavala Nagar,1842.0,3.0,115.0,3
6227,Bisuvanahalli,1075.0,2.0,43.0,3
6228,Kanakpura Road,1700.0,3.0,120.0,3
6229,Whitefield,1564.0,3.0,103.0,3
6230,Other,1256.0,2.0,65.0,2
6231,Bhoganhalli,1458.0,3.0,78.45,3
6232,Hoodi,1063.0,2.0,61.17,2
6233,Garudachar Palya,1150.0,2.0,52.5,2
6234,Ramamurthy Nagar,1360.0,2.0,45.0,2
6235,Marathahalli,1605.0,3.0,76.0,3
6236,Haralur Road,1810.0,3.0,100.0,3
6237,LB Shastri Nagar,1250.0,2.0,48.5,2
6238,Poorna Pragna Layout,1475.0,2.0,58.99,3
6239,Dommasandra,850.0,2.0,25.4,2
6240,Uttarahalli,980.0,2.0,45.0,2
6241,Other,1428.0,2.0,70.0,3
6242,Other,1130.0,2.0,74.0,2
6243,Kanakpura Road,1592.0,3.0,125.0,3
6244,JP Nagar,2050.0,3.0,82.0,3
6245,Other,1407.0,2.0,83.87,2
6246,Whitefield,1585.0,3.0,84.0,3
6247,Jakkur,1785.0,3.0,130.0,3
6248,Other,900.0,2.0,45.0,2
6249,Kanakpura Road,1843.0,3.0,96.2,3
6250,Other,1200.0,2.0,67.0,2
6251,Akshaya Nagar,1113.0,2.0,52.0,2
6252,Uttarahalli,1125.0,2.0,47.0,2
6253,Whitefield,1200.0,3.0,56.0,3
6254,Anekal,1150.0,3.0,45.0,3
6255,Kodichikkanahalli,1181.0,2.0,57.0,2
6256,Kanakpura Road,1550.0,3.0,64.7,3
6257,1st Phase JP Nagar,1200.0,2.0,86.0,2
6258,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
6259,Lingadheeranahalli,1506.0,3.0,95.0,3
6260,Talaghattapura,1040.0,2.0,33.28,2
6261,Hennur,1020.0,2.0,48.0,2
6262,Other,1400.0,3.0,90.0,3
6263,Other,812.0,1.0,26.0,1
6264,Vidyaranyapura,1100.0,2.0,54.0,2
6265,Kanakpura Road,1500.0,3.0,72.99,3
6266,Ananth Nagar,850.0,2.0,25.99,2
6267,Kaval Byrasandra,1180.0,2.0,60.0,2
6268,Channasandra,1010.0,2.0,36.0,2
6269,Marathahalli,1350.0,2.0,60.0,2
6270,Talaghattapura,1100.0,2.0,50.0,2
6271,Kanakpura Road,1450.0,2.0,62.93,3
6272,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
6273,Thanisandra,1564.0,3.0,100.0,3
6274,Kanakapura,1460.0,2.0,51.1,3
6275,Rachenahalli,1050.0,2.0,52.07,2
6276,Other,700.0,2.0,35.0,2
6277,TC Palaya,1200.0,3.0,66.0,3
6278,Yelahanka,654.0,1.0,38.0,1
6279,Other,1105.0,2.0,50.0,2
6280,Kogilu,700.0,1.0,30.84,1
6281,Other,1000.0,2.0,51.0,2
6282,Other,1240.0,2.0,63.0,3
6283,Bellandur,1200.0,2.0,45.0,2
6284,Yelahanka New Town,1400.0,2.0,80.0,3
6285,Other,1393.0,3.0,54.0,3
6286,Whitefield,1140.0,2.0,50.0,2
6287,Other,1640.0,3.0,70.0,3
6288,Other,1200.0,2.0,62.0,2
6289,Yelenahalli,1650.0,3.0,68.0,3
6290,Nagavara,2496.0,4.0,125.0,4
6291,9th Phase JP Nagar,905.0,2.0,32.0,2
6292,HAL 2nd Stage,1600.0,3.0,125.0,3
6293,Chikkalasandra,1070.0,2.0,45.48,2
6294,8th Phase JP Nagar,2600.0,4.0,115.0,4
6295,Old Airport Road,1145.0,2.0,75.0,2
6296,Other,1495.0,3.0,55.0,3
6297,Other,1400.0,3.0,53.0,3
6298,Whitefield,1558.0,3.0,90.0,3
6299,Balagere,1007.0,2.0,53.0,2
6300,Other,1054.0,2.0,53.0,2
6301,Uttarahalli,1135.0,2.0,39.73,3
6302,Gollarapalya Hosahalli,996.0,2.0,49.0,2
6303,Other,1275.0,2.0,47.0,2
6304,NRI Layout,1250.0,2.0,75.0,2
6305,Hennur,2502.0,4.0,170.0,4
6306,Other,1394.0,2.0,52.0,2
6307,Haralur Road,1243.0,2.0,46.0,2
6308,Whitefield,1216.0,2.0,75.0,2
6309,Other,1075.0,2.0,57.0,2
6310,Rayasandra,1708.0,3.0,76.0,4
6311,Harlur,1532.0,2.0,65.0,2
6312,Hosa Road,1726.0,3.0,81.99,3
6313,Other,1220.0,2.0,54.89,2
6314,Chikkalasandra,1100.0,2.0,50.0,2
6315,Hosa Road,840.0,2.0,28.0,2
6316,CV Raman Nagar,1030.0,2.0,35.0,2
6317,Other,1499.0,3.0,89.0,3
6318,Other,1280.0,2.0,55.0,3
6319,Munnekollal,1170.0,2.0,59.0,2
6320,Chikka Tirupathi,2646.0,3.0,99.0,3
6321,Other,1161.0,2.0,36.69,2
6322,Yelahanka,1633.0,2.0,72.0,2
6323,Other,1050.0,2.0,65.0,2
6324,Other,905.0,2.0,50.0,2
6325,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
6326,Chikkalasandra,1390.0,2.0,60.47,3
6327,Kasturi Nagar,1101.0,2.0,66.0,2
6328,Other,2736.0,4.0,130.0,4
6329,Other,1056.0,2.0,55.0,2
6330,Kanakpura Road,1425.0,2.0,49.88,3
6331,Electronics City Phase 1,1450.0,3.0,70.0,3
6332,Pai Layout,1000.0,2.0,34.0,2
6333,Haralur Road,575.0,1.0,38.0,1
6334,Uttarahalli,1350.0,2.0,47.24,3
6335,Other,1770.0,3.0,90.0,3
6336,JP Nagar,745.0,1.0,34.27,1
6337,Kudlu Gate,1547.0,2.0,103.0,2
6338,Panathur,1713.0,3.0,120.0,3
6339,Other,1152.0,2.0,57.0,2
6340,Dodda Nekkundi,1100.0,2.0,46.75,2
6341,Narayanapura,2357.0,3.0,135.0,3
6342,Kannamangala,1865.0,3.0,139.0,3
6343,Kanakpura Road,1240.0,2.0,65.0,2
6344,Padmanabhanagar,1360.0,3.0,75.0,3
6345,ISRO Layout,4200.0,4.0,255.0,4
6346,Electronics City Phase 1,1450.0,2.0,63.51,3
6347,Budigere,1139.0,2.0,72.0,2
6348,Begur Road,1565.0,2.0,56.0,3
6349,Other,1200.0,2.0,39.0,2
6350,Yeshwanthpur,1855.0,3.0,140.0,3
6351,Margondanahalli,1100.0,2.0,55.0,2
6352,Other,1350.0,2.0,65.0,3
6353,Hosur Road,660.0,1.0,23.0,1
6354,Kambipura,1083.0,2.0,48.0,3
6355,Hennur Road,1232.0,2.0,83.0,2
6356,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
6357,Whitefield,1227.0,2.0,70.0,2
6358,Sarjapur  Road,1059.0,2.0,68.0,2
6359,Mahadevpura,1152.0,2.0,54.0,2
6360,Kenchenahalli,870.0,1.0,45.0,2
6361,Panathur,1210.0,2.0,78.0,2
6362,Thanisandra,663.0,1.0,46.1,1
6363,Kadubeesanahalli,1365.0,3.0,80.0,3
6364,Whitefield,1704.0,3.0,120.0,3
6365,Whitefield,1256.0,2.0,73.0,2
6366,Kengeri,883.0,2.0,49.0,2
6367,Bisuvanahalli,1080.0,2.0,45.0,3
6368,9th Phase JP Nagar,1073.0,2.0,52.36,2
6369,Thanisandra,662.0,1.0,45.0,1
6370,Other,1200.0,2.0,75.0,2
6371,5th Phase JP Nagar,1550.0,3.0,75.0,3
6372,Banashankari,1310.0,2.0,80.43,2
6373,Sarjapur  Road,1577.0,3.0,65.0,3
6374,Kodigehaali,1324.0,3.0,65.0,3
6375,Kothanur,1786.0,2.0,106.0,3
6376,Harlur,1174.0,2.0,75.0,2
6377,Other,565.0,1.0,33.0,1
6378,7th Phase JP Nagar,1400.0,2.0,95.0,3
6379,Electronic City,635.0,1.0,28.0,1
6380,8th Phase JP Nagar,1368.0,2.0,54.71,3
6381,Kanakpura Road,1450.0,3.0,55.0,3
6382,Devanahalli,1045.0,2.0,48.0,2
6383,Electronic City,1128.0,2.0,65.4,2
6384,Bhoganhalli,1125.0,2.0,54.0,2
6385,Whitefield,1195.0,2.0,62.38,2
6386,Kaggadasapura,1350.0,2.0,105.0,3
6387,Domlur,1740.0,3.0,120.0,3
6388,Bommasandra,877.0,2.0,29.0,2
6389,Yelahanka New Town,450.0,1.0,15.0,1
6390,Other,1000.0,2.0,55.0,2
6391,Whitefield,1300.0,2.0,78.0,2
6392,Doddathoguru,1300.0,2.0,42.0,3
6393,Abbigere,985.0,2.0,40.39,2
6394,Other,1045.0,2.0,42.0,2
6395,Other,1250.0,2.0,62.4,2
6396,Haralur Road,1194.0,2.0,46.0,2
6397,Kanakpura Road,1420.0,3.0,68.0,3
6398,Other,1720.0,3.0,83.0,3
6399,Rachenahalli,1530.0,2.0,74.4,3
6400,Anandapura,1200.0,2.0,66.0,3
6401,Whitefield,1570.0,3.0,88.0,3
6402,Sarjapur  Road,1157.0,2.0,74.0,3
6403,Kanakapura,1120.0,2.0,39.2,2
6404,Kenchenahalli,1150.0,2.0,60.0,2
6405,Bannerghatta Road,1215.0,2.0,68.0,2
6406,Bhoganhalli,1444.0,2.0,75.97,2
6407,Other,1100.0,2.0,70.0,2
6408,Kodichikkanahalli,900.0,2.0,42.0,2
6409,Talaghattapura,1372.0,2.0,43.9,3
6410,Bisuvanahalli,1180.0,2.0,55.5,3
6411,Electronic City,1096.0,2.0,39.0,2
6412,Yeshwanthpur,2504.0,3.0,138.0,3
6413,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
6414,Other,420.0,1.0,23.5,1
6415,Hennur Road,1832.0,3.0,116.0,3
6416,Vasanthapura,940.0,2.0,40.0,2
6417,Electronic City Phase II,1020.0,2.0,29.45,2
6418,Abbigere,2500.0,6.0,81.0,6
6419,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
6420,Other,1675.0,3.0,65.0,3
6421,Tumkur Road,708.0,2.0,32.0,2
6422,Channasandra,1123.0,2.0,36.0,2
6423,Talaghattapura,1100.0,2.0,49.49,2
6424,Other,1225.0,2.0,71.05,2
6425,Kengeri Satellite Town,410.0,1.0,15.0,1
6426,Other,1350.0,4.0,90.0,4
6427,Gubbalala,1475.0,2.0,80.0,2
6428,Kengeri Satellite Town,1120.0,2.0,49.0,2
6429,KR Puram,1150.0,2.0,42.0,2
6430,Yeshwanthpur,1165.0,2.0,85.0,2
6431,Harlur,1756.0,3.0,134.0,3
6432,Ambedkar Nagar,1409.0,2.0,95.0,2
6433,Mahadevpura,1212.0,2.0,56.9,2
6434,Hegde Nagar,2087.01,3.0,115.0,3
6435,Jalahalli East,1150.0,1.0,34.1,1
6436,Sarjapur  Road,1700.0,3.0,118.0,3
6437,Other,2562.5,3.0,91.855,3
6438,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
6439,Electronic City Phase II,1000.0,2.0,28.88,2
6440,Other,3760.0,2.0,280.0,2
6441,Bhoganhalli,1205.0,2.0,64.47,2
6442,Thigalarapalya,1418.0,2.0,105.0,2
6443,Ardendale,1650.0,3.0,82.0,3
6444,Electronic City,1150.0,2.0,38.0,2
6445,Other,850.0,2.0,34.0,2
6446,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
6447,Whitefield,1216.0,2.0,84.03,2
6448,Kanakpura Road,381.0,1.0,28.0,1
6449,Hebbal,1040.0,2.0,55.0,2
6450,Other,1260.0,2.0,49.0,3
6451,Kanakpura Road,1498.0,3.0,74.9,3
6452,Vidyaranyapura,1200.0,2.0,65.0,3
6453,Electronic City,1355.0,2.0,72.9,2
6454,Other,1450.0,3.0,65.0,3
6455,Whitefield,1240.0,2.0,70.0,2
6456,Kanakpura Road,1300.0,2.0,55.0,3
6457,OMBR Layout,1101.0,2.0,66.0,2
6458,Whitefield,1216.0,2.0,72.5,2
6459,Uttarahalli,1250.0,2.0,50.0,3
6460,Other,2100.0,3.0,70.0,3
6461,Ananth Nagar,1470.0,3.0,54.0,3
6462,Bannerghatta Road,1365.0,3.0,76.18,3
6463,Hosa Road,1364.0,2.0,64.79,2
6464,Banashankari Stage VI,1180.0,2.0,59.47,2
6465,7th Phase JP Nagar,1800.0,3.0,130.0,3
6466,Kothannur,1350.0,2.0,42.0,2
6467,Thanisandra,1573.0,3.0,98.0,3
6468,Other,1620.0,3.0,95.0,3
6469,Doddakallasandra,1072.0,2.0,42.87,2
6470,Other,560.0,1.0,21.0,1
6471,Other,1156.0,2.0,46.0,2
6472,Kudlu Gate,1336.0,2.0,86.0,2
6473,Marathahalli,3400.0,4.0,235.0,4
6474,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3
6475,Whitefield,1215.0,2.0,40.0,2
6476,Green Glen Layout,1517.0,3.0,100.0,3
6477,Mallasandra,1565.0,2.0,69.0,2
6478,Jalahalli,1057.0,2.0,34.71,2
6479,Sarjapur,1044.0,2.0,34.0,2
6480,Domlur,1695.0,3.0,125.0,3
6481,Ramagondanahalli,1635.0,3.0,61.0,3
6482,Other,1140.0,2.0,56.0,2
6483,Electronic City,1150.0,2.0,35.0,2
6484,Yeshwanthpur,1163.0,2.0,64.08,2
6485,Thubarahalli,1418.0,2.0,65.0,3
6486,Varthur,1155.0,2.0,60.0,2
6487,Bannerghatta Road,1115.0,2.0,78.0,2
6488,NGR Layout,1020.0,2.0,48.45,2
6489,Other,1485.0,3.0,78.0,3
6490,8th Phase JP Nagar,1089.0,2.0,43.55,2
6491,Yelahanka,1445.0,2.0,82.0,2
6492,Uttarahalli,1250.0,2.0,50.0,3
6493,Other,1500.0,3.0,95.0,3
6494,Devarachikkanahalli,1705.0,3.0,75.0,3
6495,Indira Nagar,2200.0,3.0,160.0,3
6496,Bellandur,1830.0,3.0,90.0,3
6497,Electronics City Phase 1,1450.0,3.0,58.0,3
6498,Choodasandra,1220.0,3.0,56.0,3
6499,Hoodi,1259.0,2.0,69.45,2
6500,Subramanyapura,1260.0,2.0,73.0,3
6501,Kudlu Gate,1919.0,3.0,121.0,3
6502,Hennur Road,2050.0,3.0,120.0,3
6503,Other,1000.0,2.0,60.0,2
6504,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
6505,Other,1488.0,2.0,65.0,3
6506,Chikkalasandra,1265.0,2.0,53.12,3
6507,Hennur,1640.0,3.0,120.0,3
6508,9th Phase JP Nagar,1719.3,2.0,88.0,3
6509,Kaggadasapura,1180.0,2.0,70.0,2
6510,HBR Layout,1700.0,3.0,110.0,3
6511,JP Nagar,1800.0,6.0,68.0,6
6512,Yelahanka,1225.0,2.0,62.0,2
6513,7th Phase JP Nagar,1050.0,2.0,68.0,2
6514,Sarjapur  Road,1691.0,3.0,120.0,3
6515,Other,1190.0,2.0,42.25,2
6516,Haralur Road,1243.0,2.0,46.0,2
6517,Hormavu,765.0,2.0,37.49,2
6518,Chamrajpet,730.0,1.0,52.0,2
6519,Old Madras Road,1350.0,3.0,45.9,3
6520,Yelahanka New Town,500.0,1.0,18.0,1
6521,Amruthahalli,1200.0,2.0,55.0,2
6522,Electronic City,1165.0,2.0,33.64,2
6523,7th Phase JP Nagar,1400.0,2.0,57.0,3
6524,Hormavu,1668.0,2.0,120.0,3
6525,Kenchenahalli,700.0,1.0,35.0,1
6526,5th Phase JP Nagar,1485.0,2.0,66.0,3
6527,Kanakpura Road,700.0,2.0,41.0,2
6528,Whitefield,1346.0,2.0,100.0,3
6529,Bisuvanahalli,1075.0,2.0,47.0,3
6530,Other,1050.0,2.0,43.5,2
6531,Other,1800.0,3.0,53.0,3
6532,Electronic City,1609.0,3.0,115.0,3
6533,Electronic City,770.0,1.0,35.0,2
6534,Kudlu,1076.0,2.0,50.0,2
6535,Kengeri,1052.0,2.0,51.0,2
6536,Channasandra,1000.0,2.0,35.0,2
6537,Bommasandra Industrial Area,1000.0,2.0,28.88,2
6538,Thanisandra,1262.0,2.0,83.0,3
6539,Other,500.0,1.0,16.0,1
6540,Ramagondanahalli,1251.0,2.0,53.0,2
6541,Other,1140.0,2.0,49.0,2
6542,Old Madras Road,1157.0,2.0,47.32,2
6543,Other,648.0,1.0,34.0,1
6544,Harlur,1197.0,2.0,78.0,2
6545,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
6546,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
6547,Kumaraswami Layout,2400.0,2.0,125.0,3
6548,Kundalahalli,1397.0,3.0,105.0,3
6549,Uttarahalli,1175.0,2.0,47.0,2
6550,Basaveshwara Nagar,900.0,2.0,60.0,2
6551,Rachenahalli,2710.0,3.0,170.0,3
6552,Other,1720.0,2.0,126.0,3
6553,Yelahanka,602.0,1.0,38.0,1
6554,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
6555,Rachenahalli,1200.0,2.0,46.5,2
6556,Other,1100.0,2.0,45.0,2
6557,Haralur Road,1194.0,2.0,46.0,2
6558,Kasavanhalli,1476.0,3.0,105.0,3
6559,Thanisandra,1056.0,2.0,65.0,2
6560,Other,825.0,2.0,35.0,2
6561,EPIP Zone,1860.0,3.0,130.0,3
6562,Gunjur,1063.0,2.0,40.0,2
6563,Yelahanka,697.0,1.0,35.0,1
6564,Anekal,1200.0,1.0,36.0,2
6565,Bannerghatta Road,2215.0,3.0,79.465,3
6566,BTM 2nd Stage,1147.0,2.0,75.0,2
6567,Uttarahalli,1360.0,2.0,47.59,3
6568,Other,1080.0,2.0,64.0,2
6569,Doddakallasandra,1010.0,2.0,40.4,2
6570,Brookefield,1270.0,2.0,95.0,2
6571,Other,1100.0,2.0,61.0,2
6572,Yelahanka,1065.0,2.0,41.38,2
6573,Anekal,1200.0,1.0,36.0,2
6574,Hebbal,1315.0,3.0,65.0,3
6575,Haralur Road,1140.0,2.0,43.0,2
6576,Kaggadasapura,960.0,2.0,45.0,2
6577,Other,800.0,1.0,29.0,2
6578,Other,1225.0,2.0,47.0,2
6579,Whitefield,1020.0,2.0,45.0,2
6580,Magadi Road,750.0,2.0,27.0,2
6581,Other,535.0,1.0,35.0,1
6582,Varthur,1035.0,2.0,60.0,2
6583,Bommasandra Industrial Area,1020.0,2.0,29.45,2
6584,GM Palaya,1315.0,3.0,64.0,3
6585,Bisuvanahalli,1075.0,2.0,48.0,3
6586,Kengeri Satellite Town,1450.0,2.0,50.0,3
6587,Marathahalli,1350.0,2.0,99.0,2
6588,Sarjapur  Road,1929.0,3.0,103.0,3
6589,Varthur,1100.0,2.0,72.0,2
6590,Kundalahalli,1800.0,3.0,110.0,3
6591,Gubbalala,1223.0,2.0,42.81,2
6592,Bharathi Nagar,1664.0,3.0,69.89,3
6593,Uttarahalli,1360.0,2.0,47.59,3
6594,Kasavanhalli,1158.0,2.0,67.0,2
6595,Hormavu,1420.0,3.0,58.0,3
6596,Sarjapur  Road,1308.0,2.0,75.0,2
6597,Other,1067.0,2.0,33.99,2
6598,Hulimavu,2000.0,4.0,100.0,4
6599,Other,1152.0,2.0,42.0,2
6600,Uttarahalli,1525.0,2.0,62.82,3
6601,Whitefield,935.0,2.0,32.72,2
6602,Other,1465.0,2.0,88.0,3
6603,HBR Layout,1198.0,2.0,65.0,2
6604,Other,1145.0,2.0,63.0,2
6605,Attibele,1000.0,2.0,42.0,2
6606,Anekal,400.0,1.0,11.5,1
6607,Marathahalli,1310.0,3.0,63.22,3
6608,Panathur,1861.0,3.0,92.0,3
6609,Uttarahalli,1265.0,2.0,65.0,3
6610,Other,1280.0,2.0,75.0,2
6611,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
6612,TC Palaya,1200.0,2.0,66.0,3
6613,Uttarahalli,1590.0,3.0,57.0,3
6614,Hoodi,1837.0,3.0,142.0,3
6615,Hegde Nagar,1703.0,3.0,130.0,3
6616,Kudlu,1293.0,2.0,80.0,3
6617,Kanakpura Road,700.0,2.0,35.0,2
6618,Other,1450.0,3.0,75.0,3
6619,5th Phase JP Nagar,1030.0,2.0,57.0,2
6620,Kanakpura Road,1570.0,3.0,65.93,3
6621,7th Phase JP Nagar,1000.0,2.0,60.0,2
6622,Bisuvanahalli,1075.0,2.0,37.0,3
6623,Varthur,1091.0,2.0,33.82,2
6624,EPIP Zone,2210.0,3.0,165.0,3
6625,Other,1738.0,3.0,110.0,3
6626,Gottigere,1205.0,2.0,56.58,2
6627,Kengeri,1009.0,2.0,30.27,2
6628,Mysore Road,2265.0,2.0,83.3,3
6629,Sanjay nagar,960.0,2.0,55.0,2
6630,Uttarahalli,1330.0,2.0,46.55,3
6631,Whitefield,1024.0,2.0,32.0,2
6632,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
6633,Mico Layout,800.0,1.0,29.5,1
6634,Jakkur,1080.0,2.0,60.0,2
6635,Hebbal,1150.0,2.0,55.0,2
6636,Dasanapura,1286.0,2.0,68.0,3
6637,Whitefield,2990.0,3.0,198.0,4
6638,JP Nagar,1150.0,2.0,90.0,2
6639,Prithvi Layout,1352.0,2.0,72.0,2
6640,Bommanahalli,1307.0,2.0,50.0,2
6641,Channasandra,1500.0,4.0,89.45,4
6642,Other,1500.0,3.0,90.0,3
6643,Thanisandra,1670.5,2.0,55.975,2
6644,Whitefield,1600.0,3.0,69.1,3
6645,Hosur Road,4235.0,4.0,241.0,4
6646,Yelahanka,682.0,1.0,36.23,1
6647,Vittasandra,1650.0,3.0,85.5,3
6648,Haralur Road,1850.0,3.0,120.0,3
6649,Gubbalala,2000.0,4.0,85.0,4
6650,Thanisandra,1702.0,3.0,115.0,3
6651,Amruthahalli,1250.0,2.0,79.0,2
6652,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
6653,Yelahanka,1023.0,2.0,52.59,2
6654,Jakkur,1875.0,2.0,71.195,2
6655,Sarjapur  Road,1580.0,3.0,125.0,3
6656,Thanisandra,1343.0,2.0,75.0,2
6657,Bommasandra,1365.0,3.0,52.81,3
6658,Kundalahalli,1047.0,2.0,72.0,2
6659,Shampura,1187.0,2.0,42.0,2
6660,Choodasandra,1075.0,2.0,45.0,2
6661,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
6662,Other,1119.0,2.0,48.5,3
6663,Other,1355.0,2.0,58.25,3
6664,Hennur Road,1445.0,2.0,86.69,3
6665,Yeshwanthpur,1165.0,2.0,64.08,2
6666,Kothanur,1787.0,3.0,107.0,3
6667,Electronic City,1020.0,2.0,29.45,2
6668,Whitefield,1205.0,2.0,58.0,2
6669,Other,1095.0,2.0,55.85,2
6670,Yelahanka,1560.0,2.0,98.0,3
6671,5th Phase JP Nagar,1200.0,2.0,68.0,2
6672,Kanakpura Road,1450.0,3.0,65.0,3
6673,Hosa Road,1016.0,2.0,45.0,2
6674,Jakkur,1816.0,3.0,119.0,3
6675,7th Phase JP Nagar,1680.0,3.0,125.0,3
6676,Hoodi,3086.0,4.0,91.915,4
6677,Kengeri,1220.0,2.0,63.0,2
6678,Hosur Road,3000.0,4.0,160.0,4
6679,Hormavu,1250.0,2.0,60.0,2
6680,Jakkur,1424.0,2.0,80.0,2
6681,Hennur Road,1297.0,2.0,49.9,2
6682,Harlur,1290.0,2.0,89.9,2
6683,Koramangala,1720.0,2.0,130.0,3
6684,Other,2320.0,2.0,160.0,3
6685,Other,1237.0,3.0,78.0,3
6686,Whitefield,1720.0,3.0,98.97,3
6687,Chikkalasandra,1224.0,2.0,45.0,2
6688,Yelahanka,1780.0,3.0,107.0,3
6689,Electronics City Phase 1,1800.0,3.0,93.0,3
6690,Budigere,1139.0,2.0,56.5,2
6691,2nd Phase Judicial Layout,700.0,2.0,35.0,2
6692,Kengeri,1150.0,1.0,52.0,1
6693,Channasandra,1330.0,2.0,51.83,3
6694,Old Airport Road,2732.0,4.0,194.0,4
6695,Kodigehaali,965.0,2.0,38.0,2
6696,Whitefield,1600.0,3.0,95.0,3
6697,Other,1464.0,2.0,56.0,2
6698,Bisuvanahalli,1075.0,2.0,45.0,3
6699,Other,1840.0,1.0,95.0,2
6700,Gubbalala,1223.0,3.0,39.14,3
6701,Ramamurthy Nagar,1170.0,2.0,44.0,2
6702,Bellandur,950.0,2.0,35.0,2
6703,Frazer Town,5400.0,3.0,400.0,3
6704,Electronic City,865.0,2.0,40.0,2
6705,Other,2400.0,4.0,89.0,4
6706,Lakshminarayana Pura,1169.0,2.0,75.0,2
6707,Hormavu,1206.0,2.0,40.0,2
6708,Lingadheeranahalli,1683.0,3.0,110.0,3
6709,Mico Layout,1250.0,2.0,44.0,3
6710,Green Glen Layout,3150.0,4.0,218.0,4
6711,Banashankari,600.0,1.0,27.0,2
6712,Kalena Agrahara,1902.0,3.0,89.0,3
6713,Other,1639.0,3.0,77.89,3
6714,Kasavanhalli,1214.0,2.0,67.0,2
6715,Harlur,1386.0,2.0,85.0,2
6716,Bannerghatta Road,1535.0,3.0,60.0,3
6717,7th Phase JP Nagar,1370.0,2.0,54.79,3
6718,Bannerghatta Road,1655.0,3.0,90.0,3
6719,Vidyaranyapura,1200.0,2.0,52.0,2
6720,Horamavu Banaswadi,1610.0,3.0,68.0,3
6721,Ramamurthy Nagar,2200.0,4.0,130.0,4
6722,TC Palaya,1200.0,2.0,66.0,3
